Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Solution Sales,"The modern buyer is more knowledgeable and savvy than ever before. By taking a collaborative approach with the buyer and developing solutions, instead of relying on outdated sales tactics, professional sellers can create real value for clients and subsequently close more deals. Learn the <i>solution selling</i> method, and find out how to shift the emphasis from product features to customer value.<br><br>

Leadership and revenue growth expert Scott Edinger explains what selling a solution really means and why it is vital when selling large deals or sophisticated products and services. He shows how to develop the solution-selling mindset, cultivate peer-level relationships with customers, identify real objectives, and create value. By understanding how to implement the solution-selling methodology, you can create natural and pressure-less sales interactions that accelerate revenue growth and improve customer loyalty.",Course,2018-10-16 19:55 UTC,N/A,false,N/A,
Computer and Text Neck Stretching Exercises,"Our necks bear the brunt of the stress when we spend too much time looking at screens. Taking a break is the best solution, but sometimes we can’t afford to go offline. Luckily, with simple corrections to your posture and typing habits, you can eliminate injury to this sensitive area. Join Dr. Baxter Bell for this series of exercises that can help relieve and prevent neck pain. Discover the proper way to stretch your back and neck, lengthen your neck muscles and upper spin, deepen your breath, and get the blood flowing through your body. Plus, learn a simple exercise that will benefit your neck and your wrists.<br><br>

Note: This course was created and produced by <a href=”https://www.desk-yogi.com” target=”_blank”>Desk Yogi</a>.",Course,2020-12-12 13:37 UTC,N/A,false,N/A,
Building Resilience as a Leader (2019),"Research tells us that resilience is one of the key attributes of successful leaders. Resilience can help you face challenges, navigate obstacles, and thrive in your role. But it can also help you lead your team and your business to bigger and better results. In this course, psychologist and executive coach Gemma Leigh Roberts helps you develop a resilient mindset, a resilient team, and a resilient organization that can weather risk and change. The tips and strategies Gemma offers are approachable and actionable—designed for busy leaders who need an extra edge to survive and thrive in challenging times.",Course,2021-05-17 13:05 UTC,N/A,false,N/A,
Ethical Hacking: Wireless Networks,"Wireless networks are convenient and popular, but poor configuration and encryption leave them open to attack. Hackers can use Wi-Fi vulnerabilities to infiltrate your entire network. Security professionals need to know how to detect, prevent, and counter these kinds of attacks using the latest tools and techniques—the subject of this course with cybersecurity expert Malcolm Shore. Malcolm covers everything from configuring basic security to understanding how hackers extract passwords, harvest connections at rogue access point, and attack networks via Bluetooth. He also explains how to select the right antennae for testing and introduces some sophisticated Windows and Linux tools to scan for vulnerabilities, including Acrylic, Ekahau, and Wireshark. By the end of the course, you should be able to shore up your wireless connections and gain confidence that your local network is safe to use.<br><br>

Note: This course is part of our test prep series for the Certified Ethical Hacker exam. Review the complete exam objectives at <a href=""https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"" target=""_blank"">https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/</a>.",Course,2018-08-31 23:10 UTC,N/A,false,N/A,
Be the Manager People Won't Leave,"<div><a href=""https://www.linkedin.com/newsletters/6457790820677410816?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Laurie's LinkedIn Newsletter</a></div><p>With the ""Great Reshuffle,"" employees are quitting their jobs at the highest rates in over 20 years, and 41% of the global workforce is considering leaving their jobs. Manager relationships are becoming the make-or-break point for whether employees stay or go. Join veteran HR leader Laurie Ruettimann as she reveals the data behind why it's more important than ever to be a manager who demonstrates empathy and inspires loyalty from the workforce. Laurie covers basics first: be someone people can trust, be an example of integrity, and be relentlessly inclusive. She steps you through ways to inspire your employees to grow. Laurie finishes up by showing you how you can help your team members love their work by being a next-level mentor, a fun-loving boss, and a leader who is genuinely invested in your employees’ well-being.</p>",Course,2022-01-31 22:05 UTC,N/A,false,N/A,
Ethical Hacking: Website and Web Application Testing,"Websites and web applications are—by their very nature—accessible remotely, which puts them at high risk of cyber attacks. Knowing how to detect and prevent web attacks is a critical skill for developers and information security professionals alike. Find out how to test your sites and applications for weaknesses in this course with cybersecurity expert Malcolm Shore. Malcolm examines the various parts of a web application (focusing on the most vulnerable components), and introduces the Open Web Application Security Project (OWASP), which provides documentation, tools, and forums for web developers and testers. Malcolm also provides an overview of popular testing tools, including Burp Suite, Vega, and WebScarab. Learn how to use these utilities to run basic and advanced tests, and shore up sites against common attacks, such as SQL injections and cross-site scripting exploits. The course closes with some resources for practicing your skills, including testing sites such as Trustwave CrackMe Bank and Google Gruyere.<br><br>

Note: The topics in this course will prepare you for key objectives on the Certified Ethical Hacker exam. Find an overview of the certification and the exam handbook at  <a href=""https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"" target=""_blank"">https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/</a>.",Course,2019-01-31 17:11 UTC,N/A,false,N/A,
Shane Snow on Storytelling,"Storytelling is a powerful way to make people care about products, brands, and causes. It can facilitate sales, marketing, presentations, and about any other task that requires a human connection. LinkedIn Influencer and best-selling business author Shane Snow shares his approach to crafting compelling stories. Learn how to make people care with personal stories, brand stories, or any other kind of story—using the core elements of narrative and established storytelling frameworks. Find out how to maximize connections with your audience and create a culture of storytelling throughout your organization.",Course,2021-10-28 20:07 UTC,N/A,false,N/A,
C++ Game Programming 2,"Get a fun introduction to the world of game programming with C++. This course, part two in a series, teaches the next-level basics of game development with C++ and the Simple and Fast Multimedia Library (SFML). Follow along and learn how to build a fully playable sample game: an addictive split-screen puzzle based on the hit indie game <i>Thomas Was Alone</i>. Instructor John Horton stretches your C++ knowledge with topics such as split-screen functionality, immersive directional sound (spatialization), custom levels, collision detection, particle-driven effects, and realistic texturing with OpenGL programmable shaders. Learn how to build abstract playable character classes, code polymorphic functions for collision detection, and create sound manager and HUD classes. While building the game, you also learn how to make better use of advanced object-oriented programming concepts such as inheritance and polymorphism. All the software used in the course, including Visual Studio, is free, but you can follow along with the development tools of your choice.<br><br>

This course was created and produced by Packt Publishing. We are honored to host this training in our library.",Course,2019-09-19 20:09 UTC,N/A,false,N/A,
Introduction to Data Structures & Algorithms in Java,"Enhance your programming skill set by learning about some of the most commonly-used data structures and algorithms. In this course, instructor Raghavendra Dixit walks through how to use Java to write code to implement data structures and algorithms. After explaining why it's advantageous to study these topics, he goes over the analysis of algorithms and discusses arrays—a data structure found in most programming languages. He also explains how to implement linked lists in Java, and covers stacks, queues, recursion, binary search trees, heaps, and more.<br><br>

Note: This course was created by Packt Publishing. We are pleased to host this training in our library.",Course,2020-03-17 10:42 UTC,N/A,false,N/A,
Advanced PHP,"Implement namespaces, extend interfaces, create your first Trait, dive into object-oriented programming, and discover versatile scripting methods with this course. Web developer Justin Yost takes you into the advanced parts of the PHP server-side language, including abstract classes, iterators, generators, and password hashing. He provides an overview of each topic, takes you through how to code each item for the first time, and then shows you how to expand further.<br><br>
Learn how to establish consistency, solve problems, and prevent your applications from crashing by applying the techniques Justin shares in this course. Take your object-oriented programming beyond basic attributes and methods into using constructors, deconstructors, and singletons. Build nested exceptions, use type hints, and explore additional ways you can craft more flexible software using PHP.",Course,2019-10-23 20:37 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:373559,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:373559,Course,2018-08-27 20:34 UTC,N/A,false,N/A,
Java Practice: Exception Handling,"<p>Java is a versatile, object-oriented programming language that is designed to run on a wide variety of platforms. Any machine that has a Java Virtual Machine, or JVM, can run Java apps. For that reason, Java is commonly used in a wide range of applications, including web, mobile, and desktop. In this course, instructor Todd Perkins, who has developed more than a dozen popular apps and games, uses a series of practical challenges to test your understanding of Java exception handling, so you can improve your programming problem-solving skills. Challenges include catching the exception, as well as handling an unsupported operation, a hidden exception, multiple threads, and nested exceptions.</p>
 
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-06-25 11:46 UTC,N/A,false,N/A,
UX Foundations: Information Architecture (2013),"Improving the way the information in your site or application is organized and presented is one of the most cost-effective ways of increasing user satisfaction and engagement. Information architecture can help you find out how your users think about the world, and transition those lessons to your product. In this course, Chris Nodder teaches you how to perform card sort research to get information about user interactions, analyze the results, and create a validated information architecture plan. Then translate your plan into refined menus, content classification, and page layouts. Finally, test the success of your new structure with reverse card sorting and by monitoring feedback from server logs, site searches, and help desk calls.",Course,2018-08-25 19:19 UTC,N/A,false,N/A,
Teaching with Technology,"Put the ""tech"" into your teaching. Learn how to use technology to enhance course design, lesson planning, presentations, in-class activities, assessments, and student achievement and engagement.<br><br>

Author Kevin Kelly explains how learning outcomes can be adapted to support technology in the classroom, and guides educators through selecting the appropriate technology for their activity, module, or class. Then he shows how to apply technology in three key areas: finding, creating, and sharing content with students; facilitating classroom activities; and assessing learning inside the classroom or online.",Course,2019-03-03 09:31 UTC,N/A,false,N/A,
Kubernetes para desarrollo de aplicaciones esencial,"Aprende qué es y qué nos ofrece Kubernetes, cuál es su rol en nuestra infraestructura, cómo se comporta y cómo diseñar aplicaciones para su despliegue en un cluster. Conoce los módulos que componen Kubernetes, cuál es su relacion con servicios como Google Kubernetes Engine, cómo realizar una instalación de un cluster de prueba, cómo conectarnos, cómo lanzar aplicaciones en nuestro cluster, gestionarlas, escalarlas para soportar una mayor carga y, por supuesto, cómo borrarlas y cómo crear servicios que permitan el acceso externo a estas aplicaciones.",Course,2019-04-29 19:19 UTC,N/A,false,N/A,
Photography 101: Shooting in Low Light,"Exploring the world of nighttime and low-light shooting is a great way to expand your photographic horizons. In this installment of <em>Photography 101</em>, photographer Joseph Linaschke provides an introduction to the creative options and technical considerations behind night and low-light shooting.<br><br>

Joseph explores indoor, candlelit scenes; bright cities, where he shows how to capture spectacular traffic trails; and the great outdoors, under the natural light of the moon and stars. The course also contains tips on using your iPhone or other smartphone for low-light photography—or even as a light source—and enhancing noisy, high-ISO images in post-production.",Course,2019-10-05 14:40 UTC,N/A,false,N/A,
CCNA Cert Prep: ICND2,"Once you've passed the CCENT, your next step toward Cisco certification and a career in IT is the CCNA. <em>CCNA ICND2 Essential Training</em> covers the second part of the exam that networking candidates need to take to earn their Cisco Certified Network Associate Routing and Switching (CCNA RS) certification. The ICND2 exam validates a candidate's ability to install, configure, operate, and troubleshoot medium-sized routed and switched networks. Author Lazaro Diaz covers topics including:<br><br>
<ul>
<li>LAN switching</li>
<li>The Spanning-Tree Protocol</li>
<li>Backing up and restoring Cisco devices</li>
<li>IP services (FHRP, syslog, GLBP, and SNMP v2 and v3) </li>
<li>Configuring EIGRP</li>
<li>IP routing via OSPF</li>
<li>Setting up wide area networks (WANs) with PPP and frame relay</li>
<li>Understanding virtual private networks (VPNs) </li>
</ul>
<br><br>
Using Packet Tracer and cabling, you'll learn how to combine these protocols and technologies to create redundant switch networks that are stable and fast. Along the way, Laz provides practical examples of networking challenges that you'll encounter in the exam and in real life.",Course,2018-08-28 18:34 UTC,N/A,false,N/A,
Critical Thinking for Better Judgment and Decision-Making,"The pace of change and volume of information we encounter in daily life make it hard to think through decisions. Instead, people often rely on biases and rules of thumb, which trap them into drawing faulty conclusions. The most successful teams use critical thinking—objective and rational analysis—to illuminate the wisest conclusions. This course prepares leaders to hone the critical thinking skills of their entire organization. Learn how to upgrade critical thinking to avoid deceiving fallacies, spot misleading cognitive biases, craft better arguments, hone judgment, and improve decision-making. Instructor Becki Saltzman teaches skills that will improve how your company or team innovates, tackles challenges, and responds to change.",Course,2021-02-04 14:05 UTC,N/A,false,N/A,
Subnetting in Your Head,"What would you do if you could ""see"" an entire subnetwork's worth of IP addresses in your head?  It's not science fiction; it's a four-step recall method. Subnetting in your head can help you diagnose network topology issues faster, pass IT certifications, and stand apart from the competition in a crowded job market. In this course, Bill Ferguson reveals the secrets to determining IP ranges and broadcast addresses without the use of subnet calculators or any binary translation.<br><br>

Discover how IP addresses are constructed and how to understand them better by relating them to a picture rather than converting binary numbers or memorizing charts. Learn the benefits that subnetting in your head provides in every aspect of IT networking, including routing protocols, access control lists, and network address translation. Then walk through Bill's four-step method, which leverages the rules that were used to create the original classful IP addressing schemes. Using this method, students can learn to ""see"" the IP addresses for each subnet. Watch the technique in action, and then practice what you've learned using the audio guides in chapter five, which provide auditory cues as you subnet in your head.",Course,2018-08-28 19:06 UTC,N/A,false,N/A,
IT Security Careers and Certifications: First Steps,"Demand for information security professionals has never been higher—and it's only projected to grow. Interested in finding a job in this exciting new field? Or simply advancing to the next level? IT security expert Marc Menninger explains how to launch and develop a successful career in information security. Learn about the nine most common security jobs and the duties and qualifications for each role. Learn which security certifications appear in job listings and which ones will help you get the job you want. Follow example career paths to learn how others have progressed: from IT hobbyist to help-desk technician to analyst, systems architect, and more. Marc closes with career advice specific to information security, which will help you succeed in this dynamic and high-demand industry.",Course,2018-09-18 00:43 UTC,N/A,false,N/A,
Understanding the Impact of Deepfake Videos,"Imagine not being able to trust what you see or hear when you watch a video online. Deepfakes are manipulated media—video or audio—where a person has been replaced with someone else's likeness and made to appear as if they said or did something that never happened. Deepfake videos use artificial intelligence and can appear very convincing, even to a trained eye. When used to mislead audiences, deepfake videos can be disastrous. However, they can have useful benefits too—like offering AI-assisted video reshoots. In this introductory course, senior staff instructor Ashley Kennedy offers a useful introduction to the dangers and benefits of deepfake videos. She also provides a high-level overview of deepfake technology and puts forward some tools to identify deepfake videos, as well as suggestions for what to do when you suspect or spot a deepfake video.",Course,2021-02-24 13:46 UTC,N/A,false,N/A,
Spring 5.0 and Spring Boot 2.0 New Features,"The Spring developers are always listening to feedback and feature requests. They have responded with Spring 5, a version that's packed with exciting new enhancements. This course gets you up to speed with the latest and greatest in Spring Framework 5.0 and Spring Boot 2.0, including reactive Spring and Spring Actuator. Instructor Frank Moley covers the new support structure for Java 8 and Java EE 7, and explains which packages, classes, and methods have been removed. Next, learn about the changes to Servlet 3 and 4, data binding for immutable objects, and the spring-web-reactive module for reactive programming. Then explore the integration for Junit Jupiter, parallel test execution, and mock environments. Finally, review the changes in Spring Boot, including third-party library upgrades and Spring Boot Actuator for monitoring the health of production applications.",Course,2019-10-23 21:47 UTC,N/A,false,N/A,
Designing and Prototyping a Mobile App with Adobe XD,"In this course, learn how to design a mobile app, and then prototype that same app directly in Adobe Experience Design (XD) CC. Paul Trani shows how to lay out a screen design, explaining how to create graphics and use text, as well as how to import vector and bitmap graphics into a design. He demonstrates how to create complex screen designs, complete with repeated lists and grids that are as simple to change as they are to create. Once you finish your design, Paul shows how to link different screens together to prototype your app—complete with interactions that transition to different screens and back. The end result is a fully-designed prototype that can be used as the guide for the actual app. Plus, he demonstrates how to share your app with others to receive feedback, and how to export content—artboards, screens, and assets—for use elsewhere.",Course,2018-08-28 10:09 UTC,N/A,false,N/A,
Java Design Patterns and APIs for Android,"Programming Android apps with Java? Take your skills to the next level with some of the most popular design patterns and APIs for the Android SDK. David Gassner explains how to call and implement callback methods, save instance states and global data, and wrap asynchronous tasks to create a smooth user experience during app configuration changes. Plus, learn how to use Java packages (APIs) to store data, read text, display graphics, play audio, and work with information from device sensors like the accelerometer.<br><br> 

Watch these Java tutorials to learn smarter, more efficient methods for Android app development.",Course,2019-06-15 12:00 UTC,N/A,false,N/A,
Career Advice from Some of the Biggest Names in Business,"What if you could get career advice from the world's most influential thinkers, leaders, and innovators? People who have run the top companies, created the most beloved brands, transformed industries, and changed the world? Now you can. This course brings together the best insights from our collection of interviews with LinkedIn Influencers. CEOs such as Richard Branson, Bill Gates, Indra Nooyi, and Meg Whitman reveal what it takes to get your foot in the door and then work your way up. Discover why Starbucks founder Howard Schultz thinks that conviction is so critical, how Oprah found her vision, and what actress Priyanka Chopra does to find the next challenge. Each interview provides short and thoughtful tips you can use to propel your own career in the right direction.",Course,2021-04-16 08:31 UTC,N/A,false,N/A,
Java EE: Concurrency and Multithreading,"Unlike the Standard Edition, Java Enterprise Edition (Java EE) supports concurrency. Concurrency is a programming technique—related to parallelism and multithreading—to execute multiple tasks simultaneously, allowing applications to run faster and use resources more efficiently. Understanding Java concurrency is crucial to building modern web applications. In this course, you can learn how to seamlessly integrate concurrency and make your Java applications more efficient and fault tolerant. Instructor Ketkee Aryamane first reviews the multithreading APIs in Java SE—Thread and Runnable—and their limitations, and then explores the four concurrency APIs in Java EE, including demos that show each API in practice. She explains how Java EE makes it possible to communicate between threads, schedule and interrupt threads, and deal with liveness issues.  Plus, learn how concurrency works in a distributed environment and how to handle transactions with the Java Transaction API (JTA).",Course,2019-08-19 10:36 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:162449,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:162449,Course,2018-08-25 17:35 UTC,N/A,false,N/A,
"Learn Emotional Intelligence, the Key Determiner of Success","<p>Explore the four domains of emotional intelligence—self-awareness, self-management, social awareness, and relationship management—as defined by psychologist and author Daniel Goleman. The domains build on one another, starting with a greater awareness of self and others, and ending with the management of relationships that are critical to your personal and professional life. Learn how to become more mindful of your strengths, limitations, and the values that define them; explore ways to create space between yourself, your thoughts, and your emotions; develop awareness of how people see the world differently based on individual preferences, as well as social and environmental factors; and use awareness of self and others to work toward collaboration, innovation, and mutually beneficial relationships.</p>
<p>This course includes videos from:</p>
<ul>
<li><b>Daniel Goleman</b>, psychologist, lecturer, and science journalist</li>
<li><b>Amy Cuddy</b>, social psychologist and associate professor at Harvard Business School</li>
<li><b>Susan David</b>, psychologist at Harvard Medical School and cofounder of the Institute of Coaching</li>
<li><b>Alan Alda</b>, Emmy-winning actor, writer, and director</li>
<li><b>Angie McArthur</b>, CEO of Professional Thinking Partners</li>
</ul>
<p>Note: This course was produced by <a href=""https://edge.bigthink.com/users/sign_up"" target=""_blank"">Big Think</a>. We are pleased to host this content in our library.</p>",Course,2020-03-12 22:04 UTC,N/A,false,N/A,
CompTIA Network+ (N10-007) Cert Prep: 3 The World of TCP/IP,"Take a deep dive into the world of TCP/IP while you study for the new CompTIA Network+ exam (N10-007). This is part 2 of a 9-part series, brought to you by a partnership between LinkedIn Learning and Total Seminars. The training is based on Mike Meyers's gold standard
<i>CompTIA Network+ All-in-One Exam Guide, 7th Edition</i>. This installment covers dynamic and static IP addressing, subnetting, NAT addressing, port forwarding, and dynamic and static routing using modern protocols such as RIP, OSPF, and BGP. By the end, you'll have improved your networking skills and your ability to earn this sought-after IT certification.<br><br>This Total Seminars course covers the exam certification topics. For information on additional study resources—including practice tests, lab simulations, books, and discounted exam vouchers—visit <a href=""https://www.totalsem.com/linkedin/"" target=""_blank"">totalsem.com/linkedin</a>. LinkedIn Learning members receive special pricing.<br><br>This course was created by Total Seminars. We are pleased to offer this training in our library.<br><br>We are a CompTIA Partner. As such, we are able to offer CompTIA exam vouchers at a 10% discount. For more information on how to obtain this discount, please download <a href=""https://media.licdn.com/media/AAYAAQCwAAoAAQAAAAAAAG3CMmCLXtxNTomv6EtKgcNb7Q.pdf"" target=""_blank"">these PDF instructions</a>.",Course,2020-03-12 16:12 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:414775,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:414775,Course,2018-08-29 01:10 UTC,N/A,false,N/A,
Marvel for UX Design,"Prototyping is a big part of any app or web design workflow these days. You can test both the user interaction (UI) and user experience (UX) before you jump into coding. It's a low-risk, low-impact activity with many long-term rewards. And with Marvel, the free web and mobile prototyping app, the process is even easier. In this course, Brian Wood shows how to set up a Marvel app account, design a prototype for an app, link screens, add interactivity, and share your prototype with others for review. Plus, learn how to embed video via links and set up timers to mimic transitions between screens.",Course,2018-08-25 19:16 UTC,N/A,false,N/A,
First Look: Java 10 and Java 11,"Java 10 and 11 have arrived and developers are eager to use the new features in their projects. This course reviews the latest and greatest versions of Java, released in March and September 2018. Instructor Kathryn Hodge starts with the most noteworthy enhancements in Java 10, such as local variable type inference with the var keyword, application class-data sharing (CDS), thread-local handshakes that enable pausing of a single thread, and Gral, the experimental just-in-time compiler. Then she moves onto Java 11, which allows var to be used for lambda parameters; standardizes the HTTP client; and enables the Java launcher to run a program supplied as a single file of Java source code. Many other performance and security enhancements are reviewed along the way. This course is a great resource for any developer who wants to get up to speed quickly with the latest developments in the Java platform.",Course,2019-06-14 00:16 UTC,N/A,false,N/A,
JavaScript: Events,"Learn about the different types of JavaScript events available to use in your applications, including traditional events like mouse, form, and window events, plus events that allow you to manage the DOM and HTML5 events that deal with media. Author Ray Villalobos shows how to propagate and register events during the capturing and bubbling phases, cancel an event or default behavior, and respond to clicks, mouse-overs, right-clicks, following the mouse, and loading images. Plus, Ray demos an audio jukebox project <em>and</em> a drag-and-drop game that shows JavaScript desktop and touch events in action.",Course,2018-08-27 15:42 UTC,N/A,false,N/A,
Managing Globally,"<p>In today's global economy, it's crucial for managers to be culturally agile. The best leaders can accurately assess the cultural environment in which their teams are operating and manage their teams appropriately. In this course, join professor and global leadership expert Paula Caligiuri as she helps managers understand how to lead effectively across cultures. Learn how to create positive first impressions anywhere in the world and vary your verbal and nonverbal communications to be understood in different cultures. Plus, discover how to make convincing presentations in different cultural situations, motivate a team across cultures, make requests and provide direction, and more.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-customer-relationship-management-professional-certificate"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2018-08-25 17:01 UTC,N/A,false,N/A,
Editing Mastery: How to Edit Writing to Perfection,"Most editors can capably fix the spelling, grammar, punctuation, and typos in a piece of writing. It takes a different skill set to turn dry, disorganized prose into writing that is beautifully organized and bursting with life and energy. In this course, instructor Shani Raja acquaints you with a powerful technique—deep editing—that can help you transform nearly any piece of nonfiction writing into magnificent, sparkling prose. The deep editing technique forces you to consider every aspect of a document, ensuring that quality gets embedded into each pore of the writing. Discover how to fine-tune the content, structure, style, and presentation of a document so that the final product shines.",Course,2021-05-09 22:06 UTC,N/A,false,N/A,
Illustrator for Web Design: Core Concepts,"Welcome to the first installment of <em>Illustrator CC for Web Design</em>. This series is geared toward helping new designers—and those transitioning to digital—understand how Illustrator fits into a modern web design workflow. In this course, author Justin Seeley covers the core concepts: understanding screen size vs. resolution, setting up a functional web workspace in Illustrator, and working with web color models. He also includes a chapter on responsive design, which closes with a challenge to create your own responsive template.",Course,2018-08-26 21:00 UTC,N/A,false,N/A,
C++ IDE Overview,"As a C++ developer, you spend 90% of your time in your IDE-the integrated development environment where you write, test, and debug code. Finding the right IDE is critical to being a productive programmer. This course helps you explore the options and find the right fit for your projects and coding style. Instructor Troy Miles reviews six popular choices: NetBeans, CodeLite, CLion, Eclipse, Xcode, and Visual Studio Community. Learn how to install each program, use the code editors, debug an app, and explore the project layout. Along the way, instructor Troy Miles explains each IDE's strengths and capabilities, including version control integration, GUI builders, syntax highlighting and code completion, refactoring, and more.",Course,2019-09-20 16:21 UTC,N/A,false,N/A,
C++ Design Patterns: Creational,"Design patterns solve the challenges software developers face over and over again. They are reusable, proven solutions that make your software more reliable and flexible to change. Creational design patterns move the creation of objects out of the main codebase and into separate classes-a best practice known as encapsulation. This course explores the five most popular creational design patterns for C++. To convince you of their merits, instructor Olivia Chiu first explains why we use design patterns in the first place, and what problems that creational patterns can help you solve. She then reviews the core concepts, implementation instructions, and examples for each pattern: Factory, Abstract Factory, Builder, Prototype, and Singleton. She also shows how to extend patterns and compare patterns to find the best fit for your applications.",Course,2019-05-14 14:52 UTC,N/A,false,N/A,
Humor in the Workplace,"Humor can change lives and relationships. In this course, organizational consultant and former standup comedian Izzy Gesell helps us better understand why we laugh and how we use humor in our everyday lives: to protect, attack, connect, and distract. He goes on to explain how humor can be used strategically in the workplace to help relieve tension, shift perspectives, bring people together, and work more effectively and provides tips and tricks for both evaluating and expanding your humor skill set.",Course,2020-02-14 13:36 UTC,N/A,false,N/A,
Vocal Production Techniques,"Vocals are arguably the most important part of any great-sounding song. Vocals carry the hook and capture the emotion of listeners. No other instrument has as much power or influence. <em>Vocal Production Techniques</em> guides you through the most important steps in recording vocals, regardless of the software or DAW you use. Audio engineer Scott Hirsch takes us into his own studio to demonstrate the recording techniques the pros use to get crisp, resonant lead and backup vocals for any genre.<br><br>

First, learn how to get the singer comfortable in the recording studio and select the right microphone and preamp for the session. Scott discusses how to set up a good headphone mix and configure your DAW, and interviews the recording artist featured in the course, Jade Hendrix, about warm-ups and vocal health. Next, Scott moves directly into recording: positioning the mic, setting levels, and using compression. Then he delves into the psychological aspects of vocal production, like coaching the singer and giving feedback over the talkback mic. In the final chapter, Scott demonstrates some creative production techniques, including doubling vocals, stacking multiple vocal tracks, using Auto-Tune while recording, and methods for harmonizing.",Course,2018-10-27 20:22 UTC,N/A,false,N/A,
LinkedIn Video Marketing for Personal and Brand Pages,"Video is the future of online marketing. It's the content users prefer—and LinkedIn is a great platform to leverage its potential. Over 225 million members are already engaging with video on a monthly basis. So, what are you waiting for? Don't get left behind by the video revolution. This course shows you how to combine the power of video marketing and LinkedIn to attract new customers and clients and increase the awareness for your brand. Goldie Chan, the #1 video creator on LinkedIn, shares her tips and tricks for producing and publishing video natively on the platform. Learn how to find inspiration, choose a video length and theme, meet collaborators, improve discoverability with the right title and tags, and more. With these insider tips, you can learn everything you need to start creating engaging and well-timed videos that grab your audience from the get-go.",Course,2018-11-02 09:37 UTC,N/A,false,N/A,
Entrepreneurship: Bootstrapping Your Business,"Bootstrapping—starting and growing a business without outside funding—allows founders to play by their own rules. Curious about what it takes to start your own bootstrapped business? Tune into this course to learn how.<br><br>Instructor Kim Kaupe begins by helping you determine whether bootstrapping is the right move for you. She then shows how to create a business plan and set up measurable goals. Once you have your plans in place, she covers fundamentals like managing your cash flow and spending, navigating customer acquisition at a low cost, and creating partnerships with like-minded companies. Plus, learn how your personal spending plays into your growing business, as well as how to prepare friends and family for the potential ups and downs of the entrepreneurial journey. Whether you’re a new business owner or a seasoned entrepreneur looking for new ways to leverage your capital, this course can help you set up your self-funded business for success.",Course,2021-04-11 22:09 UTC,N/A,false,N/A,
Robot Framework Test Automation: Level 1 (Selenium) (2018),"Get a comprehensive introduction to Robot Framework, a free, open source, keyword-driven test automation framework. In this course, instructor Bryan Lamb helps you discover how you can use this easy and powerful test automation tool to automate software tests quickly and easily. After a detailed installation section, Bryan shows you how to create your very first Robot Framework script in just minutes, and then demonstrates several options for running it, including via PyCharm, Windows command line, and the Jenkins CI platform. He then walks you through the process of how to make your script more readable by incorporating variables, custom keywords, and page objects. Finally, he provides hands-on walkthroughs of several of the most popular Robot Framework libraries.",Course,2019-07-03 12:25 UTC,N/A,false,N/A,
Blockchain: Beyond the Basics (2017),"Blockchain is an exciting new technology that is redefining how we store, update, and move data. Learn about the blockchain and the implications of decentralized, encrypted data storage for business and society, in this course with Dr. Jonathan Reichental. He begins by explaining exactly how the blockchain works, including the concepts of cryptography, mining, distribution, and smart contracts. Next, he describes how the blockchain enables the most popular cryptocurrency, bitcoin. Learn how new bitcoin is generated, how it is transacted, and the requirements for participating as either an exchange, a trader, or a miner. The course also covers other popular technology manifestations of blockchain, such as Hyperledger and Ripple. Dr. Reichental then puts blockchain technology in context in several different industries, including energy and security, and helps learners understand how to think about the blockchain in ways that can be applied in any field.",Course,2018-08-27 15:34 UTC,N/A,false,N/A,
Validating and Processing Forms with JavaScript and PHP,"Validating web forms is a critical skill for any web developer, ensuring that the data that's submitted is complete, accurate, and nonmalicious before it's sent off to the server. Join author Ray Villalobos in this course as he shows how to validate input from site visitors with HTML5, JavaScript, and jQuery and then process the data with PHP. Plus, learn how to email form data and save it in a MySQL database so that it's ready for other applications.",Course,2018-08-27 15:28 UTC,N/A,false,N/A,
